Course,Topic,Term,Year,Sentence
Unstructured Data Analysis,Networks,4,2,"Typically, the term “graph” is used when discussing more theoretical aspects, since graphs are a very classical mathematical object that were studied independently of their capacity to capture data in the sense that we are interested in; they are interesting mathematical objects in their own right and have a rich history and foundation in pure mathematics as well"
Unstructured Data Analysis,Networks,4,2,"A graph G is a finite nonempty set of objects, called vertices (the singular is vertex), together with a (possibly empty) set of unordered pairs of distinct vertices, called edges"
Unstructured Data Analysis,Networks,4,2,"The set of vertices of a graph G is called the vertex set of G, denoted by V (G), and the set of edges is called the edge set of G, denoted by E(G)"
Unstructured Data Analysis,Networks,4,2,"The edge e = {u,v} is said to join the vertices u and v"
Unstructured Data Analysis,Networks,4,2,"If e = {u,v} (or simply e = uv) is an edge of G, then u and v are adjacent vertices, while u and e are said to be incident, as are v and e"
Unstructured Data Analysis,Networks,4,2,"Furthermore, if e1 and e2 are distinct edges of G incident with a common vertex, then e1 and e2 are adjacent edges"
Unstructured Data Analysis,Networks,4,2,"For convenience, therefore, we denote an edge by uv or vu rather than by {u, v}"
Unstructured Data Analysis,Networks,4,2,"The cardinality of the vertex set of a graph G is called the order of G and is denoted by n(G) (or sometimes just simply by n when there is no ambiguity as to which graph we are studying), while the cardinality of its edge set is the size of G, denoted by m(G) or m"
Unstructured Data Analysis,Networks,4,2,"An (n, m) graph has order n and size m"
Unstructured Data Analysis,Networks,4,2,The graph of order n = 1 is called the trivial graph
Unstructured Data Analysis,Networks,4,2,A nontrivial graph has at least two vertices
Unstructured Data Analysis,Networks,4,2,Let v be a vertex of a graph G
Unstructured Data Analysis,Networks,4,2,The degree of v is the number of edges of G incident with v
Unstructured Data Analysis,Networks,4,2,"The degree of v is denoted by degG(v), or simply deg(v) if G is clear from the context"
Unstructured Data Analysis,Networks,4,2,"The minimum degree of G is the minimum degree among all the vertices of G and is denoted by δ(G), while the maximum degree of G is the maximum degree among all the vertices of G and is denoted by ∆(G)"
Unstructured Data Analysis,Networks,4,2,The open neighborhood of a vertex v of G is the set
Unstructured Data Analysis,Networks,4,2,There are two data structures that are often used to represent graphs: the adjacency list and the adjacency matrix
Unstructured Data Analysis,Networks,4,2,"In both of these representations, if vertices or edges are used to store data, then we assume there is some way of mapping vertices and edges to the data that are associated with them"
Unstructured Data Analysis,Networks,4,2,"For example, we may use a lookup structure to store objects using vertex or edge names as keys, or we may represent edges or vertices as multiple-field objects and store the data associated with the edges or vertices in these fields"
Unstructured Data Analysis,Networks,4,2,The main difference between these two graph representations are that we may get different time performances for various graph operations depending on how our graph is represented; this will be studied in further detail in this topic
Unstructured Data Analysis,Networks,4,2,"For a graph G with n vertices and m edges, an adjacency list representation uses O(n + m) space, whereas an adjacency matrix representation uses O(n2) space"
Unstructured Data Analysis,Networks,4,2,"A collection V of n vertices: This collection could be a set, list, or array, or it could even be defined implicitly as simply the integers from 1 to n"
Unstructured Data Analysis,Networks,4,2,"If vertices can “store” data, there also needs to be some way to map each vertex v to the data associated with v"
Unstructured Data Analysis,Networks,4,2,"A collection E of m edges: In other words, a collection of pairs of vertices"
Unstructured Data Analysis,Networks,4,2,"This collection could be a set, list, or array, or it could even be defined implicitly by the pairs of vertices that are determined by adjacency lists"
Unstructured Data Analysis,Networks,4,2,"If edges can “store” data, there also needs to be some way to map each edge e to the data associated with e"
Unstructured Data Analysis,Networks,4,2,"An adjacency list for v: For each vertex v in V , we store a list, called the adjacency list for v, that represents all the edges incident on v"
Unstructured Data Analysis,Networks,4,2,"This is implemented either as a list of references to each vertex w such that (v, w) is an edge in E, or it is implemented as a list of references to each edge e that is incident on v"
Unstructured Data Analysis,Networks,4,2,"If G is a directed graph, then the adjacency list for v is typically divided into two parts: one representing the incoming edges for v and one representing the outgoing edges for v"
